date,first,second,third,fourth,fiveth,sum
191025636,9,6,1,3,0,19
191025637,2,0,2,8,9,21
191025638,1,1,8,7,2,19
191025639,7,0,4,2,8,21
191025640,8,5,5,4,9,31
191025641,4,3,5,1,6,19
191025642,8,9,0,8,2,27
191025643,5,9,9,4,1,28
191025644,6,2,5,3,6,22
191025645,4,4,6,9,8,31
191025646,1,2,4,7,0,14
191025647,9,0,4,7,2,22
191025648,0,7,5,6,6,24
191025649,7,0,9,9,2,27
191025650,3,5,2,6,0,16
191025651,1,0,9,1,8,19
191025652,7,6,5,9,0,27
191025653,5,3,1,6,4,19
191025654,7,3,9,0,1,20
191025655,6,1,1,4,5,17
191025656,0,7,4,8,4,23
191025657,6,9,8,6,4,33
191025658,2,3,9,4,1,19
191025659,8,0,7,1,6,22
191025660,4,1,2,7,0,14
191025661,3,1,5,0,2,11
191025662,2,8,9,2,3,24
191025663,4,6,6,0,5,21
191025664,8,5,6,3,2,24
191025665,7,2,4,9,5,27
191025666,7,3,0,4,1,15
191025667,7,9,1,0,6,23
191025668,4,6,2,9,0,21
191025669,9,6,3,7,2,27
191025670,8,5,4,8,0,25
191025671,3,2,8,9,1,23
191025672,6,5,6,4,6,27
191025673,8,6,6,9,4,33
191025674,8,4,4,0,3,19
191025675,9,3,7,3,2,24
191025676,9,5,8,6,5,33
191025677,2,8,5,2,0,17
191025678,7,4,6,5,2,24
191025679,3,0,1,0,2,6
191025680,1,0,4,9,1,15
191025681,7,6,9,6,8,36
191025682,8,8,2,5,5,28
191025683,4,6,8,6,9,33
191025684,2,5,4,8,0,19
191025685,4,7,5,3,4,23
191025686,5,8,8,3,9,33
191025687,8,1,0,6,4,19
191025688,0,5,7,9,0,21
191025689,2,6,2,1,9,20
191025690,2,1,4,3,1,11
191025691,0,8,3,3,3,17
191025692,6,2,0,1,6,15
191025693,4,8,6,1,9,28
191025694,5,9,2,0,0,16
191025695,7,2,0,5,3,17
191025696,6,4,9,5,5,29
191025697,9,1,4,5,1,20
191025698,7,2,9,4,4,26
191025699,7,5,4,3,1,20
191025700,0,9,5,6,3,23
191025701,4,5,6,6,0,21
191025702,4,4,0,7,0,15
191025703,2,4,3,9,7,25
191025704,1,6,8,4,4,23
191025705,0,3,6,7,7,23
191025706,0,2,1,7,2,12
191025707,7,3,4,9,0,23
191025708,2,5,5,2,7,21
191025709,9,7,5,8,0,29
191025710,4,0,4,4,5,17
191025711,6,9,7,8,9,39
191025712,7,8,9,0,5,29
191025713,2,6,6,5,3,22
191025714,3,2,3,5,7,20
191025715,0,5,5,9,7,26
191025716,7,1,5,9,6,28
191025717,1,4,6,2,1,14
191025718,9,9,8,5,1,32
191025719,7,4,5,7,4,27
191025720,9,7,7,5,9,37
191025721,5,7,9,1,9,31
191025722,1,8,7,4,7,27
191025723,9,8,4,2,7,30
191025724,2,4,6,1,3,16
191025725,3,2,7,7,4,23
191025726,5,4,9,2,0,20
191025727,5,2,1,3,8,19
191025728,0,8,4,7,9,28
191025729,4,2,5,0,4,15
191025730,9,0,4,4,0,17
191025731,7,0,1,5,9,22
191025732,5,0,0,6,5,16
191025733,2,8,5,6,6,27
191025734,8,5,7,8,6,34
191025735,4,2,1,0,7,14
191025736,4,6,0,5,1,16
191025737,8,7,1,8,1,25
191025738,7,8,2,9,4,30
191025739,6,6,7,8,3,30
191025740,7,0,0,8,9,24
191025741,7,0,5,0,5,17
191025742,7,9,2,1,7,26
191025743,2,9,6,6,2,25
191025744,2,5,3,4,0,14
191025745,4,3,1,1,6,15
191025746,4,6,5,6,3,24
191025747,6,3,4,8,0,21
191025748,1,1,6,2,6,16
191025749,7,0,2,0,4,13
191025750,0,4,0,1,9,14
191025751,6,5,6,5,4,26
191025752,4,9,3,7,7,30
191025753,0,5,6,2,1,14
191025754,9,2,7,0,9,27
191025755,7,4,7,7,2,27
191025756,6,7,9,5,2,29
191025757,4,6,8,6,3,27
191025758,0,4,1,9,6,20
191025759,8,1,4,5,4,22
191025760,6,6,7,6,3,28
191025761,3,4,9,8,0,24
191025762,0,6,7,0,8,21
191025763,6,4,8,8,4,30
191025764,5,2,1,9,1,18
191025765,4,2,7,2,4,19
191025766,5,9,6,4,1,25
191025767,8,5,7,3,1,24
191025768,5,9,8,3,1,26
191025769,5,1,9,1,0,16
191025770,8,2,0,7,7,24
191025771,6,2,4,6,8,26
191025772,3,5,8,0,3,19
191025773,5,4,1,1,7,18
191025774,0,2,7,3,2,14
191025775,4,1,7,3,3,18
191025776,4,7,7,2,4,24
191025777,9,1,5,7,3,25
191025778,1,7,4,0,1,13
191025779,2,1,6,2,1,12
191025780,3,1,1,9,8,22
191025781,4,3,3,6,1,17
191025782,2,4,5,8,5,24
191025783,2,4,9,1,8,24
191025784,1,0,2,3,2,8
191025785,0,3,2,5,2,12
191025786,0,1,1,3,5,10
191025787,4,2,7,0,6,19
191025788,7,9,8,9,5,38
191025789,3,6,3,0,1,13
191025790,5,4,1,2,8,20
191025791,9,7,4,4,4,28
191025792,6,9,6,3,4,28
191025793,0,4,5,9,4,22
191025794,4,4,4,7,2,21
191025795,4,6,9,4,9,32
191025796,8,7,6,3,0,24
191025797,6,1,1,1,9,18
191025798,4,1,9,0,9,23
191025799,1,6,5,6,4,22
191025800,9,6,3,4,0,22
191025801,9,2,3,4,5,23
191025802,8,2,0,4,2,16
191025803,8,8,3,3,6,28
191025804,8,4,4,9,5,30
191025805,1,4,0,8,1,14
191025806,1,6,2,3,0,12
191025807,0,0,4,3,9,16
191025808,8,2,8,2,3,23
191025809,6,8,5,9,2,30
191025810,0,5,0,4,5,14
191025811,2,1,1,7,0,11
191025812,5,3,0,0,4,12
191025813,6,1,2,6,5,20
191025814,4,5,0,3,2,14
191025815,8,9,3,3,9,32
191025816,7,8,5,5,6,31
191025817,5,3,4,8,2,22
191025818,6,5,4,7,5,27
191025819,4,4,4,0,8,20
191025820,9,0,6,5,1,21
191025821,4,2,1,5,4,16
191025822,9,6,5,4,4,28
191025823,5,2,1,0,6,14
191025824,9,6,7,7,5,34
191025825,8,2,2,0,9,21
191025826,7,7,2,1,9,26
191025827,0,0,4,7,6,17
191025828,5,9,3,8,7,32
191025829,1,8,3,5,4,21
191025830,8,4,6,5,1,24
191025831,3,1,1,0,3,8
191025832,8,2,1,4,1,16
191025833,2,8,9,5,1,25
191025834,6,2,7,1,8,24
191025835,2,8,4,0,8,22
191025836,7,6,1,2,3,19
191025837,8,3,5,7,6,29
191025838,9,9,7,1,9,35
191025839,9,4,4,4,9,30
191025840,2,2,6,9,6,25
191025841,4,2,7,1,1,15
191025842,3,2,8,9,4,26
191025843,0,3,3,8,3,17
191025844,2,7,2,5,8,24
191025845,4,1,3,4,7,19
191025846,0,7,2,6,8,23
191025847,1,4,8,8,6,27
191025848,7,0,5,4,4,20
191025849,8,3,2,3,6,22
191025850,5,6,2,9,7,29
191025851,4,9,1,6,2,22
191025852,8,9,8,3,4,32
191025853,1,8,7,3,6,25
191025854,8,8,3,2,9,30
191025855,0,5,3,5,7,20
191025856,8,5,8,8,4,33
191025857,7,0,8,0,5,20
191025858,5,6,1,3,3,18
191025859,5,3,6,9,1,24
191025860,3,0,1,3,7,14
191025861,9,1,4,8,7,29
191025862,3,2,1,6,3,15
191025863,6,0,7,2,2,17
191025864,0,0,8,1,9,18
191025865,8,5,4,7,4,28
191025866,4,0,2,2,7,15
191025867,3,4,7,0,0,14
191025868,5,2,0,6,4,17
191025869,3,3,8,6,9,29
191025870,7,2,5,1,9,24
191025871,8,6,3,9,7,33
191025872,8,5,1,8,7,29
191025873,2,4,2,2,6,16
191025874,0,5,0,7,9,21
191025875,8,8,2,2,9,29
191025876,6,7,9,1,6,29
191025877,6,5,5,4,8,28
191025878,9,1,9,0,0,19
191025879,0,7,3,2,0,12
191025880,1,4,3,5,0,13
191025881,6,9,6,1,8,30
191025882,5,4,6,3,7,25
191025883,8,7,7,0,2,24
191025884,8,1,5,6,1,21
191025885,0,7,6,7,5,25
191025886,3,9,8,8,0,28
191025887,5,4,6,8,5,28
191025888,6,1,7,4,9,27
191025889,0,2,0,2,8,12
191025890,7,9,7,7,5,35
191025891,5,6,5,6,1,23
191025892,1,2,9,5,4,21
191025893,2,1,7,8,1,19
191025894,6,2,2,2,7,19
191025895,2,6,6,3,7,24
191025896,7,6,7,6,8,34
191025897,6,4,3,7,3,23
191025898,1,8,6,0,8,23
191025899,6,7,3,8,9,33
191025900,4,2,7,7,1,21
191025901,1,3,1,0,5,10
191025902,0,7,8,2,5,22
191025903,9,7,7,5,7,35
191025904,7,0,5,8,4,24
191025905,2,8,1,7,2,20
191025906,4,4,3,7,7,25
191025907,7,4,8,6,4,29
191025908,4,0,2,7,3,16
191025909,2,5,7,4,2,20
191025910,3,0,4,4,2,13
191025911,2,0,4,2,6,14
191025912,2,4,1,1,6,14
191025913,7,2,4,2,2,17
191025914,7,8,7,9,5,36
191025915,4,2,9,6,0,21
191025916,5,0,8,0,1,14
191025917,0,9,3,9,3,24
191025918,0,2,6,4,8,20
191025919,8,5,0,0,1,14
191025920,9,1,5,1,1,17
191025921,8,6,6,9,8,37
191025922,6,9,3,2,1,21
191025923,1,3,4,7,7,22
191025924,1,4,6,6,7,24
191025925,5,6,0,4,0,15
191025926,1,9,9,8,2,29
191025927,2,6,0,0,0,8
191025928,3,8,6,6,6,29
191025929,8,5,7,5,5,30
191025930,5,3,3,5,3,19
191025931,4,0,6,7,7,24
191025932,9,6,1,3,4,23
191025933,0,4,8,2,4,18
191025934,3,1,0,3,0,7
191025935,8,8,4,1,7,28
191025936,2,6,0,3,6,17
191025937,1,1,5,5,4,16
191025938,6,6,1,0,0,13
191025939,1,8,5,3,8,25
191025940,7,7,8,3,7,32
191025941,2,8,5,6,4,25
191025942,4,9,7,7,1,28
191025943,7,5,3,6,7,28
191025944,8,8,0,8,0,24
191025945,6,5,0,2,4,17
191025946,3,2,4,0,0,9
191025947,3,5,2,9,1,20
191025948,3,1,9,0,7,20
191025949,5,6,4,3,7,25
191025950,4,1,3,1,7,16
191025951,6,9,5,1,2,23
191025952,7,2,2,1,5,17
191025953,7,0,5,0,3,15
191025954,5,3,6,8,1,23
191025955,1,0,5,3,4,13
191025956,4,8,9,0,0,21
191025957,1,9,7,2,5,24
191025958,9,4,2,5,8,28
191025959,7,6,7,2,9,31
191025960,3,4,3,0,6,16
191025961,6,4,8,9,9,36
191025962,7,8,5,0,8,28
191025963,3,1,4,3,5,16
191025964,8,2,1,5,3,19
191025965,8,7,8,6,0,29
191025966,9,0,1,6,1,17
191025967,2,5,7,0,1,15
191025968,9,9,8,6,3,35
191025969,5,1,7,2,7,22
191025970,5,1,7,2,2,17
191025971,0,6,6,9,0,21
191025972,4,8,6,4,5,27
191025973,9,3,1,0,1,14
191025974,9,3,3,9,9,33
191025975,6,3,2,9,1,21
191025976,6,1,4,4,6,21
191025977,9,8,6,0,1,24
191025978,6,4,7,8,8,33
191025979,1,9,3,8,6,27
191025980,1,9,3,5,9,27
191025981,2,2,9,6,2,21
191025982,9,8,9,5,3,34
191025983,2,7,3,9,5,26
191025984,1,0,4,6,0,11
191025985,5,7,4,4,3,23
191025986,2,5,6,5,1,19
191025987,2,9,3,1,7,22
191025988,9,5,4,5,1,24
191025989,0,5,2,4,2,13
191025990,9,7,1,3,7,27
191025991,9,2,4,8,8,31
191025992,7,1,4,4,4,20
191025993,5,1,8,5,2,21
191025994,1,5,6,3,3,18
191025995,8,2,7,3,3,23
191025996,8,4,6,0,8,26
191025997,7,2,8,1,5,23
191025998,7,6,8,0,7,28
191025999,1,0,5,2,7,15
1910251000,5,1,7,6,3,22
1910251001,5,2,8,2,6,23
1910251002,8,2,1,7,9,27
1910251003,0,3,9,7,3,22
1910251004,2,1,3,0,0,6
1910251005,5,8,6,4,3,26
1910251006,8,7,9,4,5,33
1910251007,4,3,9,0,4,20
1910251008,2,7,0,0,0,9
1910251009,4,8,2,9,5,28
1910251010,1,4,4,1,3,13
1910251011,0,9,5,9,7,30
1910251012,3,1,0,4,3,11
1910251013,7,7,4,7,9,34
1910251014,2,6,4,9,9,30
1910251015,5,7,2,8,9,31
1910251016,0,3,7,2,8,20
1910251017,6,8,2,3,4,23
1910251018,7,1,1,4,0,13
1910251019,3,6,4,9,9,31
1910251020,0,2,8,6,7,23
1910251021,2,1,1,0,1,5
1910251022,9,2,0,8,2,21
1910251023,1,6,2,0,6,15
1910251024,5,1,1,9,0,16
1910251025,5,3,4,6,8,26
1910251026,1,0,5,5,7,18
1910251027,2,0,2,6,2,12
1910251028,7,9,7,3,5,31
1910251029,9,6,1,9,1,26
1910251030,3,6,1,4,7,21
1910251031,7,8,9,8,0,32
1910251032,0,3,3,7,8,21
1910251033,7,0,6,9,9,31
1910251034,1,1,4,3,1,10
1910251035,5,8,1,1,4,19
1910251036,2,0,6,5,8,21
1910251037,0,5,1,1,8,15
1910251038,3,7,7,6,5,28
1910251039,9,8,2,2,7,28
1910251040,2,7,6,0,9,24
1910251041,1,7,4,8,8,28
1910251042,0,8,9,9,1,27
1910251043,7,3,1,7,6,24
1910251044,6,4,7,4,4,25
1910251045,0,2,0,5,0,7
1910251046,1,5,8,5,1,20
1910251047,5,9,8,5,8,35
1910251048,7,9,1,6,0,23
1910251049,9,8,7,7,4,35
1910251050,5,3,9,5,7,29
1910251051,1,0,3,6,9,19
1910251052,7,0,3,0,2,12
1910251053,5,0,7,3,5,20
1910251054,8,0,0,2,3,13
1910251055,2,1,5,7,2,17
1910251056,5,3,4,0,9,21
1910251057,8,1,2,3,0,14
1910251058,2,2,0,1,9,14
1910251059,1,3,0,0,3,7
1910251060,0,2,4,3,3,12
1910251061,1,5,1,9,5,21
1910251062,2,3,0,5,8,18
1910251063,6,8,0,9,5,28
1910251064,4,7,1,4,4,20
1910251065,7,9,9,1,1,27
1910251066,5,3,0,0,0,8
1910251067,6,7,0,9,9,31
1910251068,2,2,4,8,0,16
1910251069,8,9,5,7,6,35
1910251070,1,9,7,1,3,21
1910251071,9,6,8,7,3,33
1910251072,3,1,1,9,1,15
1910251073,1,5,9,9,5,29
1910251074,4,7,0,2,6,19
1910251075,0,1,1,5,0,7
1910251076,0,2,5,5,0,12
1910251077,3,5,1,6,4,19
1910251078,5,4,0,8,5,22
1910251079,0,3,6,0,4,13
1910251080,8,7,5,7,6,33
1910251081,5,7,4,7,7,30
1910251082,9,0,7,5,4,25
1910251083,2,5,1,6,9,23
1910251084,9,1,0,0,5,15
1910251085,4,5,1,7,1,18
1910251086,7,3,7,8,0,25
1910251087,6,2,8,5,3,24
1910251088,4,6,7,8,5,30
1910251089,5,4,5,6,5,25
1910251090,2,1,9,1,9,22
1910251091,0,6,1,5,9,21
1910251092,6,6,4,7,0,23
1910251093,3,2,0,1,6,12
1910251094,6,3,9,4,2,24
1910251095,7,5,7,1,7,27
1910251096,2,6,7,2,0,17
1910251097,5,6,5,8,6,30
1910251098,6,2,6,4,3,21
1910251099,4,7,5,3,6,25
1910251100,5,3,4,2,0,14
1910251101,0,4,5,4,6,19
1910251102,2,4,0,6,4,16
1910251103,3,0,8,5,0,16
1910251104,1,7,3,6,6,23
1910251105,5,4,3,0,5,17
191026001,7,4,9,3,7,30
191026002,6,8,4,2,9,29
191026003,3,3,7,8,3,24
191026004,8,1,0,6,3,18
191026005,8,1,2,8,8,27
191026006,6,8,7,6,8,35
191026007,1,7,3,4,8,23
191026008,1,7,4,1,7,20
191026009,1,1,5,3,8,18
191026010,0,3,7,2,5,17
191026011,7,0,9,1,9,26
191026012,4,2,5,8,7,26
191026013,1,7,2,1,1,12
191026014,9,1,6,8,6,30
191026015,5,1,0,1,8,15
191026016,8,4,9,4,7,32
191026017,1,0,0,8,0,9
191026018,0,3,4,8,7,22
191026019,6,2,4,0,9,21
191026020,0,1,7,6,1,15
191026021,7,2,7,2,1,19
191026022,3,9,6,8,4,30
191026023,7,4,6,9,1,27
191026024,7,7,0,7,3,24
191026025,6,5,2,5,4,22
191026026,8,5,0,1,4,18
191026027,5,7,7,2,6,27
191026028,1,4,8,3,0,16
191026029,9,4,1,6,6,26
191026030,6,0,9,7,3,25
191026031,2,7,2,1,1,13
191026032,0,0,9,8,2,19
191026033,1,9,3,8,0,21
191026034,7,2,0,1,3,13
191026035,5,7,0,3,4,19
191026036,9,5,6,9,3,32
191026037,8,4,8,5,4,29
191026038,8,4,7,0,6,25
191026039,0,9,3,1,3,16
191026040,3,0,0,6,5,14
191026041,5,9,0,9,0,23
191026042,0,5,5,9,2,21
191026043,3,9,2,6,7,27
191026044,0,0,7,0,4,11
191026045,7,7,2,9,7,32
191026046,1,9,5,1,4,20
191026047,9,7,3,8,9,36
191026048,0,8,2,1,3,14
191026049,3,1,9,5,5,23
191026050,7,0,2,1,6,16
191026051,4,9,0,9,4,26
191026052,6,4,0,3,9,22
191026053,6,4,4,9,4,27
191026054,8,7,9,2,9,35
191026055,8,0,7,5,3,23
191026056,2,2,6,1,2,13
191026057,6,6,9,0,0,21
191026058,5,6,5,3,1,20
191026059,5,7,5,6,6,29
191026060,4,5,7,1,1,18
191026061,3,6,0,3,0,12
191026062,5,4,5,1,0,15
191026063,3,5,2,7,8,25
191026064,2,6,8,6,1,23
191026065,4,2,7,9,9,31
191026066,4,9,0,0,8,21
191026067,3,2,4,6,1,16
191026068,7,3,2,6,3,21
191026069,8,0,3,3,8,22
191026070,4,9,8,2,9,32
191026071,1,8,5,6,3,23
191026072,9,5,7,8,0,29
191026073,0,5,9,9,7,30
191026074,0,4,3,4,3,14
191026075,5,1,2,6,4,18
191026076,2,8,1,7,3,21
191026077,1,4,5,4,3,17
191026078,7,6,4,8,7,32
191026079,5,5,8,9,5,32
191026080,4,8,5,2,2,21
191026081,7,7,7,7,9,37
191026082,1,8,2,3,0,14
191026083,1,9,1,0,2,13
191026084,8,4,0,4,1,17
191026085,8,8,7,7,8,38
191026086,5,3,2,1,9,20
191026087,2,7,5,1,9,24
191026088,4,8,7,6,5,30
191026089,6,4,4,1,6,21
191026090,5,8,0,0,5,18
191026091,9,6,4,4,6,29
191026092,3,5,9,6,5,28
191026093,9,2,9,5,7,32
191026094,3,6,2,3,5,19
191026095,9,5,9,4,5,32
191026096,8,4,5,7,2,26
191026097,9,6,4,8,9,36
191026098,8,0,1,7,7,23
191026099,5,9,7,1,7,29
191026100,1,3,5,9,6,24
191026101,4,9,3,6,2,24
191026102,0,7,3,1,5,16
191026103,8,7,1,8,2,26
191026104,5,1,4,4,4,18
191026105,1,1,7,3,0,12
191026106,7,3,0,0,3,13
191026107,1,6,7,4,7,25
191026108,8,3,5,3,9,28
191026109,6,4,6,6,2,24
191026110,3,9,6,0,4,22
191026111,7,4,4,9,2,26
191026112,1,8,8,0,6,23
191026113,2,5,1,7,7,22
191026114,3,1,7,6,6,23
191026115,0,0,8,0,7,15
191026116,3,8,4,3,1,19
191026117,1,3,6,1,8,19
191026118,9,4,2,7,0,22
191026119,2,7,7,8,9,33
191026120,3,2,8,0,5,18
191026121,0,2,4,4,3,13
191026122,7,9,8,5,9,38
191026123,0,6,8,9,0,23
191026124,4,9,1,8,4,26
191026125,4,7,0,8,5,24
191026126,4,5,8,6,3,26
191026127,5,7,9,7,2,30
191026128,2,2,7,6,4,21
191026129,8,8,5,6,1,28
191026130,7,2,4,7,7,27
191026131,4,5,2,5,8,24
191026132,2,0,1,7,2,12
191026133,7,8,5,8,9,37
191026134,9,1,7,2,2,21
191026135,5,8,8,5,9,35
191026136,0,2,5,5,1,13
191026137,0,6,3,2,7,18
191026138,9,5,1,7,9,31
191026139,3,3,0,6,7,19
191026140,2,7,6,1,7,23
191026141,2,0,4,1,3,10
191026142,6,3,5,3,5,22
191026143,7,1,3,4,1,16
191026144,7,4,6,4,5,26
191026145,4,3,9,6,0,22
191026146,0,4,6,1,8,19
191026147,9,1,2,6,1,19
191026148,0,5,6,3,6,20
191026149,8,5,7,8,0,28
191026150,6,3,1,1,0,11
191026151,4,8,4,0,9,25
191026152,9,7,5,9,4,34
191026153,1,3,2,2,0,8
191026154,7,7,8,2,7,31
191026155,1,0,3,8,4,16
191026156,5,4,5,8,5,27
191026157,2,0,4,3,2,11
191026158,2,2,4,3,0,11
191026159,3,3,9,1,9,25
191026160,2,6,5,1,8,22
191026161,2,7,8,5,8,30
191026162,7,6,9,3,6,31
191026163,1,3,4,6,8,22
191026164,4,4,5,9,7,29
191026165,5,8,1,4,2,20
191026166,4,7,2,5,7,25
191026167,7,0,9,1,8,25
191026168,4,5,5,4,1,19
191026169,2,8,7,2,3,22
191026170,7,4,4,5,9,29
191026171,5,0,2,2,8,17
191026172,3,2,1,0,3,9
191026173,3,0,2,4,6,15
191026174,1,9,8,3,3,24
191026175,8,7,2,2,5,24
191026176,5,6,6,4,4,25
191026177,0,7,0,0,1,8
191026178,0,7,8,5,2,22
191026179,0,2,8,5,2,17
191026180,2,6,3,2,4,17
191026181,0,1,7,8,4,20
191026182,1,2,2,4,5,14
191026183,5,4,7,3,2,21
191026184,0,3,5,0,4,12
191026185,5,5,6,5,3,24
191026186,0,5,6,9,8,28
191026187,8,2,9,0,0,19
191026188,4,2,5,7,8,26
191026189,8,8,5,5,7,33
191026190,9,8,3,2,2,24
191026191,1,0,5,2,5,13
191026192,2,4,8,4,0,18
191026193,2,7,9,7,5,30
191026194,2,0,6,3,7,18
191026195,9,1,8,6,6,30
191026196,9,0,9,3,1,22
191026197,1,0,0,8,8,17
191026198,4,9,5,9,3,30
191026199,0,1,5,3,1,10
191026200,6,4,9,9,2,30
191026201,8,9,0,2,6,25
191026202,6,5,5,3,0,19
191026203,9,1,6,4,4,24
191026204,8,6,1,0,6,21
191026205,1,7,3,7,0,18
191026206,6,1,1,6,3,17
191026207,8,7,4,9,2,30
191026208,8,4,6,3,7,28
191026209,5,0,3,0,7,15
191026210,6,7,6,7,5,31
191026211,5,2,3,8,4,22
191026212,1,4,1,5,3,14
191026213,0,9,9,1,2,21
191026214,4,8,8,2,4,26
191026215,8,9,0,0,3,20
191026216,4,0,8,5,7,24
191026217,4,0,8,2,9,23
191026218,5,9,4,7,7,32
191026219,6,2,1,3,0,12
191026220,8,3,1,6,2,20
191026221,7,8,3,6,6,30
191026222,1,3,0,7,7,18
191026223,8,5,9,5,1,28
191026224,2,6,9,5,7,29
191026225,5,4,5,9,8,31
191026226,1,3,6,9,0,19
191026227,3,7,6,9,7,32
191026228,8,3,3,0,8,22
191026229,2,3,4,5,6,20
191026230,0,3,5,2,6,16
191026231,8,8,5,9,0,30
191026232,0,2,4,9,3,18
191026233,1,6,7,9,9,32
191026234,4,7,1,3,2,17
191026235,7,9,8,6,8,38
191026236,0,8,0,4,8,20
191026237,9,6,1,2,0,18
191026238,9,0,1,4,6,20
191026239,7,2,6,5,8,28
191026240,8,7,1,1,2,19
191026241,3,5,4,2,0,14
191026242,1,3,0,0,4,8
191026243,2,1,5,7,1,16
191026244,5,7,0,4,8,24
191026245,6,2,2,5,7,22
191026246,3,1,3,5,9,21
191026247,6,6,9,9,5,35
191026248,3,7,9,5,5,29
191026249,1,2,1,9,0,13
191026250,9,5,6,0,4,24
191026251,2,4,3,3,4,16
191026252,6,6,6,1,5,24
191026253,7,3,8,2,7,27
191026254,3,4,0,9,0,16
191026255,7,9,2,4,3,25
191026256,5,7,8,9,3,32
191026257,8,8,9,2,1,28
191026258,4,3,4,1,9,21
191026259,9,4,6,9,3,31
191026260,2,7,9,6,4,28
191026261,9,9,0,4,8,30
191026262,7,5,9,6,7,34
191026263,5,1,4,3,0,13
191026264,9,5,1,9,9,33
191026265,5,6,1,1,5,18
191026266,1,2,9,7,9,28
191026267,4,0,7,2,2,15
191026268,8,5,4,7,7,31
191026269,7,5,0,9,7,28
191026270,0,7,0,5,5,17
191026271,0,7,5,7,5,24
191026272,4,9,7,2,6,28
191026273,1,5,0,7,4,17
191026274,2,8,4,7,9,30
191026275,4,7,4,6,7,28
191026276,4,1,5,2,4,16
191026277,9,9,4,1,5,28
191026278,1,9,8,0,8,26
191026279,7,5,3,0,9,24
191026280,0,4,5,0,7,16
191026281,9,1,7,6,9,32
191026282,5,5,0,1,3,14
191026283,3,0,3,6,4,16
191026284,7,2,5,5,9,28
191026285,4,1,5,2,0,12
191026286,7,2,3,8,6,26
191026287,5,5,0,1,5,16
191026288,9,5,3,6,3,26
191026289,1,7,9,7,2,26
191026290,1,4,5,9,8,27
191026291,4,6,1,2,8,21
191026292,9,0,3,2,0,14
191026293,8,3,8,2,4,25
191026294,8,1,0,0,9,18
191026295,6,7,7,2,1,23
191026296,0,4,2,2,0,8
191026297,6,0,9,5,4,24
191026298,4,2,3,5,4,18
191026299,7,3,8,9,7,34
191026300,9,5,6,5,4,29
191026301,2,8,4,0,9,23
191026302,2,1,7,6,7,23
191026303,4,6,7,6,3,26
191026304,6,8,2,1,7,24
191026305,9,6,6,6,6,33
191026306,5,8,8,6,4,31
191026307,4,1,5,4,3,17
191026308,2,9,1,8,5,25
191026309,6,2,2,5,8,23
191026310,4,7,3,4,7,25
191026311,9,2,6,2,4,23
191026312,9,3,8,7,2,29
191026313,0,6,9,6,8,29
191026314,0,3,3,9,6,21
191026315,4,9,0,8,4,25
191026316,1,4,5,7,3,20
191026317,2,7,7,4,9,29
191026318,1,5,6,4,5,21
191026319,8,5,6,2,6,27
191026320,0,3,9,0,8,20
191026321,4,6,3,6,6,25
191026322,9,7,6,8,8,38
191026323,1,2,9,0,5,17
191026324,4,3,0,5,5,17
191026325,6,3,2,2,6,19
191026326,9,1,2,8,6,26
191026327,6,6,9,1,5,27
191026328,1,4,9,1,8,23
191026329,8,7,5,6,7,33
191026330,7,0,3,7,6,23
191026331,8,1,8,5,3,25
191026332,0,9,1,2,7,19
191026333,4,3,0,0,6,13
191026334,7,0,5,3,7,22
191026335,1,3,2,3,2,11
191026336,9,8,7,6,5,35
191026337,0,1,7,4,8,20
191026338,4,6,4,6,4,24
191026339,1,1,3,2,4,11
191026340,0,3,2,3,5,13
191026341,0,4,2,6,8,20
191026342,6,3,5,4,6,24
191026343,7,9,9,1,5,31
191026344,9,1,0,6,0,16
191026345,7,6,0,5,8,26
191026346,4,5,6,4,7,26
191026347,6,8,2,2,4,22
191026348,9,1,5,3,8,26
191026349,9,8,7,3,3,30
191026350,6,3,7,9,9,34
191026351,3,1,1,6,4,15
191026352,5,3,6,6,7,27
191026353,7,8,4,2,3,24
191026354,4,9,7,8,7,35
191026355,5,1,3,7,9,25
191026356,9,2,2,5,4,22
191026357,7,6,2,3,2,20
191026358,8,0,8,2,3,21
191026359,5,6,0,4,8,23
191026360,4,1,9,4,4,22
191026361,6,5,6,4,9,30
191026362,0,5,0,5,3,13
191026363,3,8,2,7,1,21
191026364,1,9,7,8,4,29
191026365,2,1,8,3,0,14
191026366,2,0,6,7,3,18
191026367,4,9,5,5,2,25
191026368,9,7,2,9,1,28
191026369,1,1,4,0,9,15
191026370,1,7,2,9,6,25
191026371,0,3,6,2,0,11
191026372,1,3,5,8,8,25
191026373,1,3,6,7,4,21
191026374,3,7,7,0,0,17
191026375,1,4,3,0,6,14
191026376,1,3,4,6,7,21
191026377,7,1,8,1,9,26
191026378,0,3,4,3,4,14
191026379,3,9,0,0,6,18
191026380,3,7,7,7,5,29
191026381,6,9,4,7,4,30
191026382,8,9,7,6,4,34
191026383,4,8,9,8,4,33
191026384,1,1,1,9,8,20
191026385,2,7,9,8,0,26
191026386,5,0,0,1,2,8
191026387,1,1,4,9,1,16
191026388,5,0,5,1,2,13
191026389,6,6,7,4,2,25
191026390,1,7,1,1,6,16
191026391,5,2,7,0,7,21
191026392,6,1,3,2,9,21
191026393,1,9,0,6,7,23
191026394,0,5,0,7,4,16
191026395,1,7,8,3,0,19
191026396,2,8,2,1,7,20
191026397,9,9,0,5,3,26
