date,first,second,third,fourth,fiveth,sum
191205840,8,5,1,8,4,26
191205841,6,9,5,2,0,22
191205842,1,3,9,9,8,30
191205843,0,6,7,1,0,14
191205844,9,4,3,3,4,23
191205845,8,7,1,1,0,17
191205846,4,7,0,4,6,21
191205847,7,6,4,5,9,31
191205848,6,6,4,1,3,20
191205849,1,4,4,7,1,17
191205850,0,2,0,2,8,12
191205851,3,8,1,9,3,24
191205852,1,4,4,8,4,21
191205853,7,9,3,1,0,20
191205854,2,7,8,5,8,30
191205855,3,5,7,4,6,25
191205856,5,9,7,2,0,23
191205857,1,1,9,9,8,28
191205858,7,5,7,4,1,24
191205859,3,1,6,0,6,16
191205860,8,1,6,7,0,22
191205861,3,8,0,5,7,23
191205862,8,8,1,1,7,25
191205863,6,5,4,6,1,22
191205864,5,5,6,7,8,31
191205865,7,8,4,8,6,33
191205866,3,1,3,1,6,14
191205867,3,1,2,1,9,16
191205868,1,0,7,4,6,18
191205869,3,6,8,2,9,28
191205870,3,7,3,2,3,18
191205871,5,0,8,6,2,21
191205872,5,9,7,4,4,29
191205873,5,7,7,0,0,19
191205874,0,5,7,8,5,25
191205875,6,9,4,7,6,32
191205876,0,5,3,8,0,16
191205877,9,1,2,6,6,24
191205878,3,0,0,6,3,12
191205879,8,1,7,7,5,28
191205880,3,6,1,1,6,17
191205881,5,1,4,6,3,19
191205882,3,4,0,2,2,11
191205883,5,2,2,6,1,16
191205884,1,0,5,9,3,18
191205885,0,8,9,2,5,24
191205886,9,1,9,9,6,34
191205887,1,0,9,6,0,16
191205888,5,2,9,2,8,26
191205889,9,6,1,5,7,28
191205890,2,4,1,0,9,16
191205891,0,7,5,8,0,20
191205892,2,5,7,0,9,23
191205893,9,7,1,7,4,28
191205894,1,5,5,6,1,18
191205895,6,3,0,6,9,24
191205896,4,0,7,1,1,13
191205897,9,6,1,8,2,26
191205898,8,6,2,9,8,33
191205899,4,1,8,0,2,15
191205900,1,4,5,6,1,17
191205901,9,7,0,4,0,20
191205902,1,8,4,1,6,20
191205903,3,6,7,6,0,22
191205904,3,7,4,1,5,20
191205905,2,5,9,6,5,27
191205906,8,0,1,4,3,16
191205907,6,4,2,0,6,18
191205908,2,4,2,6,0,14
191205909,3,7,6,0,4,20
191205910,0,8,9,5,4,26
191205911,3,0,4,9,3,19
191205912,4,4,5,9,1,23
191205913,3,7,1,5,5,21
191205914,7,7,3,5,0,22
191205915,8,1,1,8,7,25
191205916,4,5,2,8,0,19
191205917,9,1,3,3,7,23
191205918,2,5,7,9,6,29
191205919,8,0,3,0,5,16
191205920,7,8,6,2,5,28
191205921,0,1,5,3,6,15
191205922,7,2,0,2,4,15
191205923,4,7,4,2,3,20
191205924,3,5,5,7,5,25
191205925,2,7,9,7,8,33
191205926,4,5,6,4,5,24
191205927,3,6,7,0,0,16
191205928,0,0,2,6,8,16
191205929,0,5,9,5,8,27
191205930,5,0,3,4,6,18
191205931,5,6,5,4,1,21
191205932,3,2,4,0,8,17
191205933,8,6,7,1,2,24
191205934,8,3,6,9,3,29
191205935,8,9,1,5,6,29
191205936,5,3,5,0,6,19
191205937,4,9,3,5,1,22
191205938,4,2,5,7,4,22
191205939,2,5,5,6,0,18
191205940,2,7,4,1,1,15
191205941,1,7,7,3,6,24
191205942,7,4,6,3,3,23
191205943,6,6,4,3,9,28
191205944,8,0,9,7,7,31
191205945,8,4,4,4,9,29
191205946,3,3,5,0,0,11
191205947,6,6,1,0,3,16
191205948,2,0,7,8,2,19
191205949,0,2,4,5,4,15
191205950,0,6,7,2,2,17
191205951,8,0,4,4,8,24
191205952,0,5,0,2,4,11
191205953,4,3,5,4,1,17
191205954,2,7,1,7,9,26
191205955,9,2,7,3,7,28
191205956,9,8,6,6,3,32
191205957,8,3,3,3,9,26
191205958,0,2,7,0,0,9
191205959,6,5,8,5,5,29
191205960,9,6,9,1,7,32
191205961,6,0,3,9,4,22
191205962,0,2,4,7,4,17
191205963,6,9,1,4,2,22
191205964,4,9,2,7,5,27
191205965,1,5,1,5,0,12
191205966,5,1,3,6,1,16
191205967,6,8,4,1,0,19
191205968,4,6,2,9,4,25
191205969,4,8,6,4,5,27
191205970,9,0,6,5,8,28
191205971,1,9,4,8,6,28
191205972,7,9,5,1,0,22
191205973,9,7,2,6,0,24
191205974,4,7,1,2,2,16
191205975,7,7,5,3,2,24
191205976,6,7,5,8,8,34
191205977,4,7,2,6,8,27
191205978,9,5,2,3,3,22
191205979,7,5,2,2,0,16
191205980,8,9,4,7,6,34
191205981,8,2,6,6,3,25
191205982,9,4,3,4,5,25
191205983,1,6,4,5,9,25
191205984,2,7,1,3,5,18
191205985,7,4,8,2,7,28
191205986,8,8,7,2,4,29
191205987,0,9,9,1,8,27
191205988,6,9,9,9,1,34
191205989,5,5,7,6,0,23
191205990,4,9,4,7,0,24
191205991,9,9,2,9,4,33
191205992,6,3,4,4,6,23
191205993,4,0,2,1,3,10
191205994,4,6,1,8,4,23
191205995,1,8,6,6,1,22
191205996,9,8,6,0,2,25
191205997,7,8,6,4,2,27
191205998,4,5,1,5,2,17
191205999,6,6,3,8,1,24
1912051000,5,4,6,8,3,26
1912051001,9,6,7,9,1,32
1912051002,6,9,0,6,8,29
1912051003,6,8,7,1,8,30
1912051004,5,8,0,7,9,29
1912051005,0,2,2,6,2,12
1912051006,3,8,7,1,3,22
1912051007,5,6,6,4,4,25
1912051008,8,8,7,7,4,34
1912051009,0,3,1,1,5,10
1912051010,5,6,6,2,6,25
1912051011,2,6,3,8,8,27
1912051012,7,4,1,5,2,19
1912051013,9,9,0,1,7,26
1912051014,4,1,7,2,4,18
1912051015,8,4,5,7,9,33
1912051016,2,9,6,0,5,22
1912051017,8,0,9,8,6,31
1912051018,0,5,8,6,4,23
1912051019,2,8,3,2,0,15
1912051020,6,0,7,0,4,17
1912051021,8,2,7,3,6,26
1912051022,6,0,6,9,0,21
1912051023,7,4,8,0,4,23
1912051024,7,5,2,3,4,21
1912051025,8,7,5,0,1,21
1912051026,0,6,1,8,2,17
1912051027,2,0,1,3,4,10
1912051028,6,9,2,9,5,31
1912051029,2,3,2,8,9,24
1912051030,0,9,5,2,6,22
1912051031,2,9,8,6,2,27
1912051032,2,2,8,1,7,20
1912051033,6,0,6,2,3,17
1912051034,8,1,9,0,3,21
1912051035,6,9,2,1,2,20
1912051036,5,2,1,1,2,11
1912051037,8,2,9,0,2,21
1912051038,2,3,0,7,4,16
1912051039,7,5,7,4,7,30
1912051040,6,9,5,5,7,32
1912051041,0,8,6,8,3,25
1912051042,7,5,6,8,6,32
1912051043,3,2,9,0,9,23
1912051044,5,2,7,0,4,18
1912051045,6,9,9,4,5,33
1912051046,6,3,4,8,5,26
1912051047,8,7,2,9,5,31
1912051048,5,1,0,4,1,11
1912051049,6,8,8,6,7,35
1912051050,3,1,7,5,9,25
1912051051,4,3,6,6,2,21
1912051052,3,6,1,3,8,21
1912051053,6,2,5,2,8,23
1912051054,3,0,4,8,3,18
1912051055,6,8,6,4,0,24
1912051056,2,1,2,6,5,16
1912051057,1,8,3,1,6,19
1912051058,6,0,0,8,9,23
1912051059,5,6,8,6,1,26
1912051060,3,9,5,0,6,23
1912051061,4,5,5,7,0,21
1912051062,4,7,0,0,2,13
1912051063,3,8,9,8,4,32
1912051064,0,5,2,0,9,16
1912051065,5,4,5,8,7,29
1912051066,8,8,5,6,3,30
1912051067,8,1,7,2,7,25
1912051068,5,1,6,5,4,21
1912051069,1,8,7,0,1,17
1912051070,7,9,2,2,9,29
1912051071,4,3,5,8,7,27
1912051072,7,2,5,6,2,22
1912051073,3,7,1,5,7,23
1912051074,2,5,8,3,2,20
1912051075,1,2,5,2,2,12
1912051076,9,6,0,7,7,29
1912051077,7,7,8,5,4,31
1912051078,2,6,3,0,5,16
1912051079,9,2,1,3,3,18
1912051080,8,1,4,3,7,23
1912051081,1,9,7,9,7,33
1912051082,2,2,3,5,0,12
1912051083,5,9,9,5,1,29
1912051084,8,6,7,1,0,22
1912051085,8,9,3,7,6,33
1912051086,9,3,7,0,9,28
1912051087,4,2,7,4,6,23
1912051088,6,8,4,1,5,24
1912051089,6,6,5,5,4,26
1912051090,2,0,9,7,7,25
1912051091,5,6,8,5,3,27
1912051092,8,4,8,2,1,23
1912051093,0,7,7,5,5,24
1912051094,8,4,9,2,6,29
1912051095,3,5,5,5,4,22
1912051096,7,8,3,2,2,22
1912051097,2,7,4,5,8,26
1912051098,5,4,5,4,5,23
1912051099,5,9,9,7,7,37
1912051100,2,6,7,1,5,21
1912051101,5,0,1,2,8,16
1912051102,3,1,1,6,5,16
1912051103,8,3,8,2,8,29
1912051104,8,0,8,9,2,27
1912051105,2,7,3,5,7,24
191206001,0,4,7,7,4,22
191206002,7,2,3,9,2,23
191206003,0,7,9,2,7,25
191206004,7,0,1,3,5,16
191206005,8,4,7,9,1,29
191206006,7,7,8,7,6,35
191206007,4,6,8,0,2,20
191206008,4,1,0,7,9,21
191206009,8,9,3,2,9,31
191206010,6,7,8,6,5,32
191206011,3,9,9,2,2,25
191206012,2,1,6,6,6,21
191206013,6,8,7,7,4,32
191206014,4,6,5,9,2,26
191206015,1,1,3,0,5,10
191206016,9,0,9,3,8,29
191206017,5,0,5,4,3,17
191206018,1,3,7,4,9,24
191206019,6,9,4,7,2,28
191206020,9,1,3,6,1,20
191206021,3,2,2,0,4,11
191206022,2,0,4,0,1,7
191206023,2,8,2,9,1,22
191206024,0,6,0,7,2,15
191206025,4,8,2,6,0,20
191206026,1,3,3,9,3,19
191206027,8,0,4,3,1,16
191206028,3,9,2,2,8,24
191206029,2,6,5,0,8,21
191206030,7,8,3,3,9,30
191206031,4,4,5,5,2,20
191206032,9,9,0,2,6,26
191206033,3,1,8,7,3,22
191206034,3,9,4,9,5,30
191206035,6,4,4,7,0,21
191206036,8,5,3,6,0,22
191206037,1,8,2,5,8,24
191206038,6,9,5,2,2,24
191206039,4,1,3,0,1,9
191206040,1,3,3,7,7,21
191206041,1,7,3,3,6,20
191206042,1,3,3,8,5,20
191206043,9,3,9,6,5,32
191206044,7,6,1,6,1,21
191206045,8,3,5,5,7,28
191206046,2,8,5,2,3,20
191206047,2,6,4,3,6,21
191206048,5,4,9,7,9,34
191206049,3,5,2,1,4,15
191206050,3,0,5,9,8,25
191206051,8,8,2,7,4,29
191206052,3,2,7,8,7,27
191206053,7,7,8,7,8,37
191206054,2,4,9,9,6,30
191206055,9,6,1,3,8,27
191206056,6,9,8,1,4,28
191206057,5,7,4,3,8,27
191206058,2,2,1,6,0,11
191206059,9,5,5,4,8,31
191206060,0,2,5,8,4,19
191206061,1,1,0,9,3,14
191206062,0,3,3,6,5,17
191206063,4,0,3,6,7,20
191206064,0,8,7,4,4,23
191206065,7,9,9,0,0,25
191206066,3,6,8,5,2,24
191206067,8,3,9,9,5,34
191206068,8,7,4,7,6,32
191206069,0,1,0,8,4,13
191206070,5,9,6,7,7,34
191206071,9,9,9,0,4,31
191206072,2,5,2,4,2,15
191206073,6,7,5,2,8,28
191206074,6,3,0,1,8,18
191206075,7,8,5,8,0,28
191206076,6,6,1,4,3,20
191206077,1,5,2,0,7,15
191206078,3,0,9,5,8,25
191206079,5,2,7,3,0,17
191206080,0,0,8,6,3,17
191206081,4,9,0,9,1,23
191206082,4,7,5,8,9,33
191206083,1,4,0,4,5,14
191206084,5,6,4,7,5,27
191206085,7,5,4,5,6,27
191206086,9,8,9,9,2,37
191206087,1,5,1,2,8,17
191206088,5,9,8,6,2,30
191206089,5,4,2,3,8,22
191206090,7,3,9,3,7,29
191206091,1,8,1,9,2,21
191206092,2,2,0,3,2,9
191206093,5,8,8,9,8,38
191206094,9,4,9,6,1,29
191206095,1,3,5,1,1,11
191206096,1,7,2,0,5,15
191206097,7,0,4,3,8,22
191206098,1,4,4,8,8,25
191206099,0,2,0,5,2,9
191206100,7,3,8,1,3,22
191206101,9,1,9,3,2,24
191206102,8,0,0,3,1,12
191206103,2,0,6,7,4,19
191206104,3,8,7,3,5,26
191206105,6,1,2,4,1,14
191206106,1,7,1,8,3,20
191206107,7,9,6,3,4,29
191206108,1,0,9,0,6,16
191206109,7,2,1,1,7,18
191206110,5,7,6,4,9,31
191206111,5,7,8,8,8,36
191206112,3,4,6,7,9,29
191206113,4,3,7,4,5,23
191206114,1,7,5,2,1,16
191206115,0,8,9,3,8,28
191206116,3,9,9,3,2,26
191206117,1,9,9,7,7,33
191206118,7,4,8,0,6,25
191206119,6,1,8,3,8,26
191206120,0,6,8,2,5,21
191206121,4,7,0,2,1,14
191206122,4,7,3,1,5,20
191206123,3,2,7,3,1,16
191206124,6,9,7,0,5,27
191206125,2,3,7,2,6,20
191206126,5,9,0,6,9,29
191206127,7,1,9,1,5,23
191206128,0,6,7,5,0,18
191206129,0,0,3,1,3,7
191206130,9,6,9,3,5,32
191206131,3,6,6,0,0,15
191206132,7,7,8,3,2,27
191206133,2,2,5,0,6,15
191206134,6,4,0,7,3,20
191206135,2,6,3,2,4,17
191206136,4,0,2,8,2,16
191206137,7,3,0,9,3,22
191206138,6,0,8,0,1,15
191206139,7,0,6,8,4,25
191206140,3,7,7,2,7,26
191206141,4,3,1,4,1,13
191206142,5,5,2,4,9,25
191206143,5,4,7,7,1,24
191206144,5,3,5,2,0,15
191206145,5,1,0,1,8,15
191206146,7,4,9,0,8,28
191206147,0,8,6,1,9,24
191206148,8,3,3,7,4,25
191206149,0,0,6,8,6,20
191206150,2,4,1,1,4,12
191206151,1,1,0,8,0,10
191206152,6,3,4,0,9,22
191206153,7,5,6,5,5,28
191206154,3,7,5,0,5,20
191206155,9,0,3,8,0,20
191206156,0,7,0,0,2,9
191206157,2,5,2,5,7,21
191206158,8,0,1,2,7,18
191206159,5,9,4,7,0,25
191206160,3,5,0,5,8,21
191206161,0,2,3,7,8,20
191206162,5,4,8,3,5,25
191206163,2,7,6,2,7,24
191206164,8,1,0,3,1,13
191206165,6,8,8,0,4,26
191206166,3,2,5,1,2,13
191206167,8,8,0,3,8,27
191206168,2,0,8,8,4,22
191206169,3,4,4,8,0,19
191206170,4,0,3,7,1,15
191206171,6,8,5,7,4,30
191206172,3,1,5,7,1,17
191206173,3,0,6,5,2,16
191206174,0,9,7,0,9,25
191206175,5,9,3,3,5,25
191206176,2,3,2,3,9,19
191206177,0,2,3,0,3,8
191206178,4,7,2,5,4,22
191206179,2,1,4,5,5,17
191206180,5,3,0,3,5,16
191206181,2,3,0,6,6,17
191206182,6,6,4,3,2,21
191206183,5,0,0,5,3,13
191206184,3,1,4,8,3,19
191206185,4,5,0,8,5,22
191206186,0,0,8,0,6,14
191206187,0,5,5,0,7,17
191206188,1,0,4,9,2,16
191206189,4,1,0,3,5,13
191206190,2,0,2,4,1,9
191206191,1,2,6,4,8,21
191206192,6,2,3,3,5,19
191206193,3,6,2,0,9,20
191206194,7,5,5,1,3,21
191206195,1,7,2,2,8,20
191206196,3,4,7,1,8,23
191206197,4,6,8,8,5,31
191206198,6,4,9,0,5,24
191206199,2,2,5,7,8,24
191206200,0,2,7,6,1,16
191206201,4,5,6,0,8,23
191206202,5,5,5,5,7,27
191206203,7,6,6,6,8,33
191206204,1,9,7,4,2,23
191206205,7,5,1,8,5,26
191206206,9,7,3,1,5,25
191206207,1,4,5,0,1,11
191206208,6,9,8,1,0,24
191206209,5,4,7,9,6,31
191206210,5,6,4,5,4,24
191206211,3,3,6,5,6,23
191206212,2,8,2,3,1,16
191206213,2,3,0,2,8,15
191206214,7,6,7,2,9,31
191206215,4,0,8,2,8,22
191206216,1,5,5,8,0,19
191206217,2,4,0,6,4,16
191206218,6,2,5,6,6,25
191206219,8,9,5,1,6,29
191206220,0,4,7,5,4,20
191206221,9,0,2,4,9,24
191206222,1,7,7,1,5,21
191206223,6,4,4,8,9,31
191206224,9,8,0,4,6,27
191206225,8,8,6,6,1,29
191206226,3,1,6,6,6,22
191206227,1,9,6,6,9,31
191206228,4,7,8,4,9,32
191206229,7,2,5,1,3,18
191206230,0,6,5,2,6,19
191206231,3,1,2,6,7,19
191206232,1,7,9,1,8,26
191206233,2,3,2,0,0,7
191206234,5,1,2,9,9,26
191206235,8,3,6,7,5,29
191206236,5,5,7,2,3,22
191206237,8,8,7,1,5,29
191206238,3,1,8,3,0,15
191206239,0,2,9,9,1,21
191206240,8,6,3,2,8,27
191206241,3,3,0,9,6,21
191206242,3,4,8,9,3,27
191206243,7,1,3,9,7,27
191206244,9,2,0,8,8,27
191206245,1,8,5,0,4,18
191206246,9,8,3,0,6,26
191206247,6,3,1,3,8,21
191206248,9,7,6,5,3,30
191206249,0,4,0,1,9,14
191206250,4,5,2,9,2,22
191206251,4,9,2,7,7,29
191206252,7,9,4,8,8,36
191206253,3,3,6,4,3,19
191206254,6,0,2,6,5,19
191206255,3,8,9,5,9,34
191206256,1,1,4,2,2,10
191206257,0,1,8,4,4,17
191206258,6,5,0,5,8,24
191206259,5,0,4,0,9,18
191206260,6,4,9,2,3,24
191206261,2,9,4,0,6,21
191206262,7,1,2,1,3,14
191206263,2,0,8,0,1,11
191206264,8,0,2,1,3,14
191206265,0,8,3,6,3,20
191206266,3,4,6,8,2,23
191206267,1,2,1,3,8,15
191206268,2,4,6,6,1,19
191206269,0,4,2,5,7,18
191206270,0,7,3,8,1,19
191206271,0,8,5,8,1,22
191206272,1,5,0,5,2,13
191206273,1,1,7,3,1,13
191206274,3,6,4,5,7,25
191206275,5,3,0,6,5,19
191206276,9,6,7,3,4,29
191206277,0,5,2,8,5,20
191206278,2,3,1,8,5,19
191206279,7,7,9,4,1,28
191206280,8,3,4,3,0,18
191206281,0,3,0,5,8,16
191206282,0,4,3,5,2,14
191206283,1,4,0,0,3,8
191206284,8,3,6,7,9,33
191206285,1,7,3,3,0,14
191206286,9,8,1,2,3,23
191206287,4,1,7,9,2,23
191206288,9,9,7,3,9,37
191206289,7,6,0,9,3,25
191206290,1,8,1,3,9,22
191206291,6,9,7,8,4,34
191206292,5,2,1,4,8,20
191206293,3,1,3,1,5,13
191206294,7,6,5,3,3,24
191206295,3,8,1,2,9,23
191206296,4,2,9,4,2,21
191206297,2,0,6,4,8,20
191206298,4,1,1,1,3,10
191206299,5,4,2,4,9,24
191206300,6,4,9,3,4,26
191206301,9,2,2,3,5,21
191206302,9,5,6,1,4,25
191206303,2,5,1,6,0,14
191206304,1,3,2,3,0,9
191206305,0,5,4,4,2,15
191206306,7,7,5,2,5,26
191206307,6,5,3,5,3,22
191206308,1,0,6,4,4,15
191206309,2,4,9,2,2,19
191206310,3,0,4,0,1,8
191206311,7,6,6,3,6,28
191206312,6,5,2,0,3,16
191206313,4,1,7,9,9,30
191206314,2,4,6,1,5,18
191206315,7,9,5,1,9,31
191206316,0,0,8,6,0,14
191206317,3,2,3,5,3,16
191206318,8,3,7,1,6,25
191206319,9,6,3,6,2,26
191206320,2,7,1,5,3,18
191206321,2,5,7,9,4,27
191206322,9,7,2,3,4,25
191206323,4,8,6,0,6,24
191206324,6,1,4,7,6,24
191206325,9,8,5,4,7,33
191206326,7,0,3,3,1,14
191206327,1,3,8,0,6,18
191206328,0,4,1,7,4,16
191206329,0,3,0,7,5,15
191206330,0,1,3,6,7,17
191206331,0,3,4,8,6,21
191206332,3,1,2,7,6,19
191206333,3,2,3,4,5,17
191206334,4,3,3,9,5,24
191206335,7,6,8,6,8,35
191206336,9,4,4,6,4,27
191206337,6,5,2,5,3,21
191206338,5,2,6,3,4,20
191206339,1,7,5,2,5,20
191206340,7,1,5,8,1,22
191206341,1,4,0,0,9,14
191206342,7,2,2,2,0,13
191206343,2,4,4,4,9,23
191206344,5,8,7,3,8,31
191206345,4,0,2,1,6,13
191206346,9,6,2,5,3,25
191206347,9,1,7,0,6,23
191206348,1,8,3,4,4,20
191206349,9,3,9,2,9,32
191206350,2,6,2,8,4,22
191206351,5,2,4,6,6,23
191206352,6,2,2,0,8,18
191206353,7,5,6,4,1,23
191206354,1,4,5,4,9,23
191206355,0,3,3,0,3,9
191206356,6,9,3,2,2,22
191206357,6,7,5,0,7,25
191206358,0,6,5,7,5,23
191206359,6,5,3,5,6,25
191206360,5,0,5,2,5,17
191206361,6,7,8,7,8,36
191206362,9,1,3,2,9,24
191206363,3,8,3,3,8,25
191206364,8,8,2,1,4,23
191206365,8,4,1,3,0,16
191206366,0,1,5,3,7,16
191206367,4,7,0,1,9,21
191206368,5,5,4,0,0,14
191206369,8,9,6,9,9,41
191206370,5,6,8,9,4,32
191206371,6,6,7,4,6,29
191206372,7,0,2,5,8,22
191206373,4,0,3,4,6,17
191206374,6,3,7,2,9,27
191206375,8,0,4,7,5,24
191206376,1,6,4,6,1,18
191206377,3,8,8,2,7,28
191206378,3,4,0,7,2,16
191206379,6,3,5,9,4,27
191206380,3,4,0,6,7,20
191206381,0,9,9,4,8,30
191206382,8,1,0,9,7,25
191206383,0,9,9,8,4,30
191206384,7,8,7,0,0,22
191206385,6,0,9,6,4,25
191206386,4,6,9,2,9,30
191206387,1,9,9,9,9,37
191206388,9,9,3,6,4,31
191206389,2,0,4,9,9,24
191206390,4,3,0,0,2,9
191206391,3,5,3,1,4,16
191206392,8,9,9,0,1,27
191206393,4,9,5,7,8,33
191206394,6,3,9,2,8,28
191206395,3,0,0,8,0,11
191206396,2,8,8,6,9,33
191206397,0,9,4,6,9,28
191206398,2,3,0,5,1,11
191206399,9,2,4,6,8,29
191206400,5,5,7,2,7,26
191206401,9,6,4,1,5,25
191206402,7,8,2,0,3,20
191206403,4,1,9,2,6,22
191206404,4,0,8,3,2,17
191206405,3,3,8,4,8,26
191206406,4,4,1,9,1,19
191206407,4,7,5,2,2,20
191206408,0,7,9,4,5,25
191206409,4,0,8,7,1,20
191206410,1,5,3,1,6,16
191206411,8,6,0,1,2,17
191206412,9,6,1,4,7,27
191206413,4,1,2,3,6,16
191206414,5,6,0,1,3,15
191206415,0,0,6,3,0,9
191206416,2,0,1,9,8,20
191206417,5,5,6,2,9,27
191206418,0,0,5,1,6,12
191206419,8,4,9,6,0,27
191206420,5,2,9,8,8,32
191206421,4,1,4,4,9,22
191206422,5,8,4,8,0,25
191206423,1,3,4,0,8,16
191206424,0,3,9,2,3,17
191206425,7,7,3,7,7,31
191206426,0,1,5,0,4,10
191206427,0,8,0,5,3,16
191206428,0,0,6,6,7,19
191206429,6,9,2,5,2,24
191206430,1,9,8,3,5,26
191206431,3,3,2,7,4,19
191206432,2,8,6,8,2,26
191206433,5,5,2,2,2,16
191206434,4,0,1,0,5,10
191206435,9,4,9,2,2,26
191206436,7,3,9,8,5,32
191206437,1,0,2,4,7,14
191206438,9,2,7,1,2,21
191206439,3,1,2,2,9,17
191206440,0,8,2,5,0,15
191206441,0,8,3,2,5,18
191206442,3,0,0,2,2,7
191206443,9,0,6,2,5,22
191206444,8,5,5,2,6,26
191206445,6,4,5,1,4,20
191206446,1,6,7,4,6,24
191206447,9,5,4,0,5,23
191206448,3,9,7,5,3,27
191206449,8,3,8,8,1,28
191206450,4,2,0,4,1,11
191206451,4,2,4,7,7,24
191206452,0,5,4,5,5,19
191206453,7,1,6,7,8,29
191206454,1,6,9,2,6,24
191206455,4,7,8,6,3,28
191206456,0,9,6,8,1,24
191206457,2,7,2,0,3,14
191206458,4,2,1,2,2,11
191206459,6,2,5,2,7,22
191206460,4,7,1,0,9,21
191206461,2,0,7,9,0,18
191206462,6,6,5,0,0,17
191206463,2,5,4,3,9,23
191206464,9,5,3,7,3,27
191206465,9,7,5,7,1,29
191206466,6,1,2,9,2,20
191206467,0,3,5,6,1,15
191206468,4,7,1,3,3,18
191206469,8,2,7,0,1,18
191206470,5,4,9,0,3,21
191206471,1,5,0,2,1,9
191206472,4,6,8,8,9,35
191206473,0,5,8,8,5,26
191206474,3,3,7,4,2,19
191206475,2,2,9,9,7,29
191206476,1,4,5,5,7,22
191206477,4,4,7,1,0,16
191206478,7,0,5,8,5,25
191206479,2,6,7,8,0,23
191206480,0,7,3,3,8,21
191206481,4,6,0,9,9,28
191206482,3,4,2,9,7,25
191206483,9,3,8,6,4,30
191206484,8,7,1,1,6,23
191206485,0,1,5,4,2,12
191206486,9,6,9,9,7,40
191206487,0,0,1,2,9,12
191206488,5,4,0,4,8,21
191206489,2,0,4,2,5,13
191206490,5,4,5,2,4,20
191206491,6,9,7,3,8,33
191206492,2,6,8,0,0,16
191206493,0,9,3,0,5,17
191206494,5,4,4,1,7,21
191206495,1,1,1,2,2,7
191206496,2,8,9,0,5,24
191206497,4,5,4,2,1,16
191206498,4,1,3,6,4,18
191206499,7,5,4,6,3,25
191206500,1,3,0,6,8,18
191206501,4,4,5,3,9,25
191206502,8,1,1,0,6,16
191206503,5,6,8,2,6,27
191206504,1,9,1,1,1,13
191206505,4,0,3,6,6,19
191206506,0,5,6,0,8,19
191206507,4,6,9,0,9,28
191206508,6,3,8,3,2,22
191206509,3,7,2,3,8,23
191206510,5,3,6,7,5,26
191206511,9,1,3,3,8,24
191206512,0,4,4,2,7,17
191206513,8,3,0,5,1,17
191206514,9,4,4,5,4,26
191206515,5,7,8,8,1,29
191206516,7,8,2,6,9,32
191206517,2,2,2,8,8,22
191206518,9,7,4,6,0,26
191206519,8,1,5,1,6,21
191206520,6,1,4,4,9,24
191206521,8,8,1,9,4,30
191206522,0,7,1,9,6,23
191206523,4,2,7,7,4,24
191206524,7,8,2,8,3,28
191206525,4,1,1,4,8,18
191206526,7,0,2,8,9,26
191206527,2,8,0,0,7,17
191206528,5,7,5,1,0,18
191206529,7,6,6,0,3,22
191206530,7,9,3,0,5,24
191206531,0,2,1,9,8,20
191206532,3,6,2,9,1,21
191206533,4,9,3,8,9,33
191206534,2,4,4,7,2,19
191206535,7,4,8,7,9,35
191206536,9,7,3,5,0,24
191206537,9,2,6,6,6,29
191206538,4,5,8,3,9,29
191206539,2,8,6,6,6,28
191206540,7,4,6,2,4,23
191206541,2,2,2,3,3,12
191206542,7,6,9,8,3,33
191206543,9,1,2,6,9,27
191206544,1,7,4,7,6,25
191206545,4,6,9,0,2,21
191206546,4,3,1,6,4,18
191206547,5,0,8,8,4,25
191206548,8,4,9,6,1,28
191206549,6,9,1,3,8,27
191206550,2,4,2,8,7,23
191206551,5,4,7,1,8,25
191206552,8,2,4,9,5,28
191206553,0,5,8,5,7,25
191206554,0,6,6,8,2,22
191206555,2,4,8,5,2,21
191206556,3,6,8,9,8,34
191206557,2,6,0,7,4,19
191206558,5,6,3,0,2,16
191206559,3,9,1,1,0,14
191206560,3,5,8,4,4,24
191206561,9,5,6,5,2,27
191206562,1,4,0,5,1,11
191206563,1,3,3,3,9,19
191206564,0,7,7,1,1,16
191206565,9,7,6,0,4,26
191206566,4,3,4,1,3,15
191206567,9,0,6,9,6,30
191206568,8,0,0,5,7,20
191206569,0,0,3,7,7,17
191206570,7,8,4,9,0,28
191206571,8,7,6,3,8,32
191206572,5,1,7,1,9,23
191206573,8,8,1,2,1,20
191206574,5,2,9,4,0,20
191206575,9,9,0,8,5,31
191206576,8,1,7,6,9,31
191206577,2,3,9,7,1,22
191206578,3,5,6,1,2,17
191206579,2,4,2,0,7,15
191206580,2,5,4,7,3,21
191206581,7,6,5,1,7,26
191206582,3,8,0,3,9,23
191206583,5,2,1,3,4,15
191206584,9,8,4,1,2,24
191206585,2,3,7,9,1,22
191206586,0,6,7,1,8,22
191206587,3,2,7,0,2,14
191206588,3,2,0,1,2,8
191206589,0,4,4,4,9,21
191206590,0,0,4,0,9,13
191206591,7,0,1,4,6,18
191206592,9,2,0,8,2,21
191206593,2,7,9,9,4,31
191206594,3,2,8,5,2,20
191206595,1,7,4,5,8,25
191206596,5,1,4,4,4,18
191206597,9,4,9,5,4,31
191206598,7,3,2,7,9,28
191206599,1,1,2,1,1,6
191206600,3,7,0,2,5,17
191206601,7,3,3,4,9,26
